ID,COD_PLAN,ANHO,ANHO_SIES,PLAN_NOMBRE,JORNADA_USACH,JORNADA_SIES,ESTADO_JORNADA,LLAVE,SIES,SIES_CAR,LLAVE_SIES,PROGRAMA_SIES,OBSERVACIÓN,COD_PLAN2,COD_CARRERA,Nombre_carrera,REPLICA_COD_SIES,DURACIÓN,DURACION_TOTAL,COD_DEPTO_2,COD_FAC_,depto,FACULTAD_,COD_FAC,FACULTAD,COD_DEPTO_2_CR,nombre_depto_cr,comparacion_cod_depto,ANHO_PLAN
2026-9124,9124,2026,2026-I71S1C131J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, CON MENCION EN INGENIERIA DE PROCESOS",-,-,-,-,I71S1C131J1V1,I71S1C131J,-,-,-,9124,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9124
2026-9110,9110,2026,2026-I71S1C114J1V1,"DOCTORADO EN CIENCIAS DE LA INGENIERIA, MENCION EN CIENCIA E INGENIERIA DE LOS MATERIALES",-,-,-,-,I71S1C114J1V1,I71S1C114J,-,-,-,9110,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9110
2026-9213,9213,2026,2026-I71S1C98J1V1,DOCTORADO EN MICROBIOLOGIA,-,-,-,-,I71S1C98J1V1,I71S1C98J,-,-,-,9213,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9213
2026-9115,9115,2026,2026-I71S1C54J1V1,MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA ELECTRICA,-,-,-,-,I71S1C54J1V1,I71S1C54J,-,-,-,9115,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9115
2026-3914,3914,2026,2026-I71S1C87J2V1,MAGISTER EN ADMINISTRACION Y DIRECCION DE EMPRESAS,-,-,-,-,I71S1C87J2V1,I71S1C87J,-,-,-,3914,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-3914
2026-9036,9036,2026,2026-I71S1C87J2V1,MAGISTER EN ADMINISTRACION Y DIRECCION DE EMPRESAS,-,-,-,-,I71S1C87J2V1,I71S1C87J,-,-,-,9036,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9036
2026-9301,9301,2026,2026-I71S1C85J2V1,MAGISTER EN ADMINISTRACION Y DIRECCION DE RECURSOS HUMANOS,-,-,-,-,I71S1C85J2V1,I71S1C85J,-,-,-,9301,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9301
2026-9929,9929,2026,2026-I71S1C454J2V2,"MAGISTER EN ARTE, PENSAMIENTO Y CULTURA LATINOAMERICANA",-,-,-,-,I71S1C454J2V2,I71S1C454J,-,-,-,9929,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9929
2026-9494,9494,2026,2026-I71S1C277J2V1,MAGISTER EN CIENCIAS DE LA COMUNICACION,-,-,-,-,I71S1C277J2V1,I71S1C277J,-,-,-,9494,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9494
2026-9564,9564,2026,2026-I71S1C277J2V1,MAGISTER EN CIENCIAS DE LA COMUNICACION,-,-,-,-,I71S1C277J2V1,I71S1C277J,-,-,-,9564,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9564
2026-9116,9116,2026,2026-I71S1C92J1V1,"MAGISTER EN CIENCIAS DE LA INGENIERIA, MENCION INGENIERIA MECANICA",-,-,-,-,I71S1C92J1V1,I71S1C92J,-,-,-,9116,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9116
2026-9790,9790,2026,2026-I71S1C783J1V1,"MAGISTER EN CIENCIAS DE LA INGENIERIA, MENCION EN INGENIERIA ESTRUCTURAL",-,-,-,-,I71S1C783J1V1,I71S1C783J,-,-,-,9790,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9790
2026-9257,9257,2026,2026-I71S1C206J1V1,MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION METALURGIA EXTRACTIVA Y CIENCIA E INGENIERIA DE LOS MATERIALES,-,-,-,-,I71S1C206J1V1,I71S1C206J,-,-,-,9257,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9257
2026-9307,9307,2026,2026-I71S1C84J2V1,MAGISTER EN ECONOMIA FINANCIERA,-,-,-,-,I71S1C84J2V1,I71S1C84J,-,-,-,9307,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9307
2026-9204,9204,2026,2026-I71S1C445J2V1,MAGISTER EN EDUCACION MATEMATICA,-,-,-,-,I71S1C445J2V1,I71S1C445J,-,-,-,9204,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9204
2026-9489,9489,2026,2026-I71S1C96J2V1,MAGISTER EN FILOSOFIA DE LAS CIENCIAS,-,-,-,-,I71S1C96J2V1,I71S1C96J,-,-,-,9489,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9489
2026-9089,9089,2026,2026-I71S1C649J2V1,MAGISTER EN FINANZAS,-,-,-,-,I71S1C649J2V1,I71S1C649J,-,-,-,9089,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9089
2026-9306,9306,2026,2026-I71S1C88J2V1,MAGISTER EN GERENCIA Y POLITICAS PUBLICAS,-,-,-,-,I71S1C88J2V1,I71S1C88J,-,-,-,9306,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9306
2026-9414,9414,2026,2026-I71S1C95J2V1,MAGISTER EN HISTORIA,-,-,-,-,I71S1C95J2V1,I71S1C95J,-,-,-,9414,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9414
2026-9797,9797,2026,2026-I71S1C62J2V1,MAGISTER EN INGENIERIA INDUSTRIAL,-,-,-,-,I71S1C62J2V1,I71S1C62J,-,-,-,9797,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9797
2026-9106,9106,2026,2026-I71S1C63J2V1,MAGISTER EN INGENIERIA INFORMATICA,-,-,-,-,I71S1C63J2V1,I71S1C63J,-,-,-,9106,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9106
2026-9520,9520,2026,2026-I71S1C93J2V1,MAGISTER EN LINGÃœISTICA,-,-,-,-,I71S1C93J2V1,I71S1C93J,-,-,-,9520,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9520
2026-9490,9490,2026,2026-I71S1C94J2V1,MAGISTER EN LITERATURA LATINOAMERICANA Y CHILENA,-,-,-,-,I71S1C94J2V1,I71S1C94J,-,-,-,9490,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9490
2026-9022,9022,2026,2026-I71S1C784J2V1,MAGISTER EN MARKETING,-,-,-,-,I71S1C784J2V1,I71S1C784J,-,-,-,9022,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9022
2026-9786,9786,2026,2026-I71S1C279J2V1,MAGISTER EN SISTEMAS DE GESTION INTEGRADOS,-,-,-,-,I71S1C279J2V1,I71S1C279J,-,-,-,9786,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9786
2026-8923,8923,2026,2026-I71S1C236J1V1,ESPECIALIDAD EN MEDICINA INTERNA,-,-,-,-,I71S1C236J1V1,I71S1C236J,-,-,-,8923,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8923
2026-8924,8924,2026,2026-I71S1C237J1V1,ESPECIALIDAD EN PSIQUIATRIA INFANTIL Y DEL ADOLESCENTE,-,-,-,-,I71S1C237J1V1,I71S1C237J,-,-,-,8924,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8924
2026-8916,8916,2026,2026-I71S1C363J1V1,ESPECIALIDAD EN IMAGENOLOGIA,-,-,-,-,I71S1C363J1V1,I71S1C363J,-,-,-,8916,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8916
2026-9508,9508,2026,2026-I71S1C281J1V1,DOCTORADO EN NEUROCIENCIA,-,-,-,-,I71S1C281J1V1,I71S1C281J,-,-,-,9508,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9508
2026-9230,9230,2026,2026-I71S1C118J1V1,DOCTORADO EN BIOTECNOLOGIA,-,-,-,-,I71S1C118J1V1,I71S1C118J,-,-,-,9230,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9230
2026-9930,9930,2026,2026-I71S1C453J2V1,"MAGISTER EN CIENCIAS SOCIALES, MENCION ESTUDIOS DE LA SOCIEDAD CIVIL",-,-,-,-,I71S1C453J2V1,I71S1C453J,-,-,-,9930,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9930
2026-9121,9121,2026,2026-I71S1C161J2V1,"MAGISTER EN MEDIO AMBIENTE, MENCION GESTION Y ORDENAMIENTO AMBIENTAL",-,-,-,-,I71S1C161J2V1,I71S1C161J,-,-,-,9121,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9121
2026-9113,9113,2026,2026-I71S1C55J1V1,MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA INDUSTRIAL,-,-,-,-,I71S1C55J1V1,I71S1C55J,-,-,-,9113,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9113
2026-9225,9225,2026,2026-I71S1C634J1V1,MAGISTER EN CIENCIA CON MENCION EN FISICA,-,-,-,-,I71S1C634J1V1,I71S1C634J,-,-,-,9225,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9225
2026-9117,9117,2026,2026-I71S1C56J1V1,MAGISTER EN CIENCIAS DE LA INGENIERIA CON MENCION EN INGENIERIA QUIMICA,-,-,-,-,I71S1C56J1V1,I71S1C56J,-,-,-,9117,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9117
2026-9692,9692,2026,2026-I71S1C641J2V1,MAGISTER EN HISTORIA ECONOMICA,-,-,-,-,I71S1C641J2V1,I71S1C641J,-,-,-,9692,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9692
2026-9260,9260,2026,2026-I71S1C162J3V1,"MAGISTER EN MEDIO AMBIENTE, MENCION INGENIERIA EN TRATAMIENTOS DE RESIDUOS",-,-,-,-,I71S1C162J3V1,I71S1C162J,-,-,-,9260,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9260
2026-9304,9304,2026,2026-I71S1C86J2V1,MAGISTER EN PLANIFICACION Y GESTION TRIBUTARIA,-,-,-,-,I71S1C86J2V1,I71S1C86J,-,-,-,9304,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9304
2026-9202,9202,2026,2026-I71S1C64J1V1,MAGISTER EN QUIMICA,-,-,-,-,I71S1C64J1V1,I71S1C64J,-,-,-,9202,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9202
2026-9884,9884,2026,2026-I71S1C701J1V1,ESPECIALIDAD EN MEDICINA DEL DEPORTE Y LA ACTIVIDAD FISICA,-,-,-,-,I71S1C701J1V1,I71S1C701J,-,-,-,9884,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9884
2026-9812,9812,2026,2026-I71S1C368J1V1,ESPECIALIDAD EN GERIATRIA,-,-,-,-,I71S1C368J1V1,I71S1C368J,-,-,-,9812,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9812
2026-9833,9833,2026,2026-I71S1C367J1V1,ESPECIALIDAD EN PSIQUIATRIA ADULTOS,-,-,-,-,I71S1C367J1V1,I71S1C367J,-,-,-,9833,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9833
2026-9816,9816,2026,2026-I71S1C366J1V1,ESPECIALIDAD EN PEDIATRIA,-,-,-,-,I71S1C366J1V1,I71S1C366J,-,-,-,9816,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9816
2026-8927,8927,2026,2026-I71S1C643J1V1,ESPECIALIDAD MEDICA EN CIRUGIA PEDIATRICA,-,-,-,-,I71S1C643J1V1,I71S1C643J,-,-,-,8927,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8927
2026-8914,8914,2026,2026-I71S1C505J1V1,ESPECIALIDAD EN DERMATOLOGIA Y VENEREOLOGIA,-,-,-,-,I71S1C505J1V1,I71S1C505J,-,-,-,8914,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8914
2026-8922,8922,2026,2026-I71S1C238J1V1,ESPECIALIDAD EN ANATOMIA PATOLOGICA,-,-,-,-,I71S1C238J1V1,I71S1C238J,-,-,-,8922,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8922
2026-8932,8932,2026,2026-I71S1C235J1V1,ESPECIALIDAD EN ANESTESIOLOGIA,-,-,-,-,I71S1C235J1V1,I71S1C235J,-,-,-,8932,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8932
2026-8125,8125,2026,2026-I71S1C368J1V1,ESPECIALIDAD EN GERIATRIA,-,-,-,-,I71S1C368J1V1,I71S1C368J,-,-,-,8125,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8125
2026-9860,9860,2026,2026-I71S1C547J1V1,ESPECIALIDAD EN MEDICINA INTERNA E INFECTOLOGIA ADULTOS,-,-,-,-,I71S1C547J1V1,I71S1C547J,-,-,-,9860,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9860
2026-8123,8123,2026,2026-I71S1C365J1V1,ESPECIALIDAD EN NEUROCIRUGIA,-,-,-,-,I71S1C365J1V1,I71S1C365J,-,-,-,8123,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8123
2026-9835,9835,2026,2026-I71S1C365J1V1,ESPECIALIDAD EN NEUROCIRUGIA,-,-,-,-,I71S1C365J1V1,I71S1C365J,-,-,-,9835,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9835
2026-8936,8936,2026,2026-I71S1C374J1V1,ESPECIALIDAD EN NEUROLOGIA PEDIATRICA,-,-,-,-,I71S1C374J1V1,I71S1C374J,-,-,-,8936,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8936
2026-8124,8124,2026,2026-I71S1C573J1V1,ESPECIALIDAD EN MEDICINA FAMILIAR,-,-,-,-,I71S1C573J1V1,I71S1C573J,-,-,-,8124,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8124
2026-8929,8929,2026,2026-I71S1C366J1V1,ESPECIALIDAD EN PEDIATRIA,-,-,-,-,I71S1C366J1V1,I71S1C366J,-,-,-,8929,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8929
2026-8926,8926,2026,2026-I71S1C776J1V1,ESPECIALIDAD EN OFTALMOLOGIA,-,-,-,-,I71S1C776J1V1,I71S1C776J,-,-,-,8926,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8926
2026-8935,8935,2026,2026-I71S1C231J1V1,ESPECIALIDAD EN NEUROLOGIA ADULTO,-,-,-,-,I71S1C231J1V1,I71S1C231J,-,-,-,8935,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8935
2026-8126,8126,2026,2026-I71S1C394J1V1,ESPECIALIDAD EN TRAUMATOLOGIA Y ORTOPEDIA INFANTIL,-,-,-,-,I71S1C394J1V1,I71S1C394J,-,-,-,8126,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8126
2026-9515,9515,2026,2026-I71S1C884J3V1,"POSTITULO EN ASEGURAMIENTO DE LA CALIDAD PARA LABORATORIOS CLINICOS, TOXICOLOGICOS, FORENSES Y SERVICIOS DE SANGRE",-,-,-,-,I71S1C884J3V1,I71S1C884J,-,-,-,9515,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9515
2026-9264,9264,2026,2026-I71S1C351J4V1,POSTITULO EN TELECOMUNICACIONES Y REDES,-,-,-,-,I71S1C351J4V1,I71S1C351J,-,-,-,9264,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9264
2026-9623,9623,2026,2026-I71S1C492J2V1,MAGISTER EN GESTION DE LA INNOVACION Y EMPRENDIMIENTO TECNOLOGICO,-,-,-,-,I71S1C492J2V1,I71S1C492J,-,-,-,9623,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9623
2026-9266,9266,2026,2026-I71S1C62J2V1,MAGISTER EN INGENIERIA INDUSTRIAL,-,-,-,-,I71S1C62J2V1,I71S1C62J,-,-,-,9266,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9266
2026-3903,3903,2026,2026-I71S1C589J2V1,POSTITULO EN CONTROL DE GESTION,-,-,-,-,I71S1C589J2V1,I71S1C589J,-,-,-,3903,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-3903
2026-9864,9864,2026,2026-I71S1C493J2V1,MAGISTER EN PSICOTERAPIA COGNITIVA POST RACIONALISTA,-,-,-,-,I71S1C493J2V1,I71S1C493J,-,-,-,9864,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9864
2026-3916,3916,2026,2026-I71S1C89J2V1,MAGISTER EN CONTABILIDAD Y AUDITORIA,-,-,-,-,I71S1C89J2V1,I71S1C89J,-,-,-,3916,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-3916
2026-9309,9309,2026,2026-I71S1C89J2V1,MAGISTER EN CONTABILIDAD Y AUDITORIA,-,-,-,-,I71S1C89J2V1,I71S1C89J,-,-,-,9309,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9309
2026-9486,9486,2026,2026-I71S1C550J3V1,MAGISTER EN EDUCACION,-,-,-,-,I71S1C550J3V1,I71S1C550J,-,-,-,9486,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9486
2026-9181,9181,2026,2026-I71S1C279J2V1,MAGISTER EN SISTEMAS DE GESTION INTEGRADOS,-,-,-,-,I71S1C279J2V1,I71S1C279J,-,-,-,9181,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9181
2026-9817,9817,2026,2026-I71S1C642J2V1,ESPECIALIDAD MEDICA EN RADIOLOGIA E IMAGENOLOGIA,-,-,-,-,I71S1C642J2V1,I71S1C642J,-,-,-,9817,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9817
2026-9461,9461,2026,2026-I71S1C225J2V1,MAGISTER EN ESTUDIOS INTERNACIONALES,-,-,-,-,I71S1C225J2V1,I71S1C225J,-,-,-,9461,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9461
2026-9805,9805,2026,2026-I71S1C232J1V1,ESPECIALIDAD EN TRAUMATOLOGIA Y ORTOPEDIA ADULTOS,-,-,-,-,I71S1C232J1V1,I71S1C232J,-,-,-,9805,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9805
2026-9896,9896,2026,2026-I71S1C785J1V1,MAGISTER EN SALUD PUBLICA,-,-,-,-,I71S1C785J1V1,I71S1C785J,-,-,-,9896,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9896
2026-9088,9088,2026,2026-I71S1C89J2V1,MAGISTER EN CONTABILIDAD Y AUDITORIA,-,-,-,-,I71S1C89J2V1,I71S1C89J,-,-,-,9088,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9088
2026-8911,8911,2026,2026-I71S1C785J1V1,MAGISTER EN SALUD PUBLICA,-,-,-,-,I71S1C785J1V1,I71S1C785J,-,-,-,8911,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-8911
2026-9750,9750,2026,2026-I71S1C65J1V1,MAGISTER EN TECNOLOGIA DE ALIMENTOS,-,-,-,-,I71S1C65J1V1,I71S1C65J,-,-,-,9750,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9750
2026-9807,9807,2026,2026-I71S1C234J1V1,ESPECIALIDAD EN CIRUGIA GENERAL,-,-,-,-,I71S1C234J1V1,I71S1C234J,-,-,-,9807,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9807
2026-9823,9823,2026,2026-I71S1C239J2V1,ESPECIALIDAD EN MEDICINA DE URGENCIA,-,-,-,-,I71S1C239J2V1,I71S1C239J,-,-,-,9823,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9823
2026-9806,9806,2026,2026-I71S1C233J2V1,ESPECIALIDAD EN UROLOGIA,-,-,-,-,I71S1C233J2V1,I71S1C233J,-,-,-,9806,#N/A,#N/A,-,-,,,,,,,#N/A,#N/A,#N/A,,2026-9806
2026-1468,1468,2026,2026-I71S1C18J1V2,INGENIERIA CIVIL EN OBRAS CIVILES,-,1,-,14682026,I71S1C18J1V2,I71S1C18J,2026I71S1C18J1V2,-,-,1468,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-1468
2026-8112,8112,2026,2026-I71S1C11J1V1,ENFERMERIA,-,1,-,81122026,I71S1C11J1V1,I71S1C11J,2026I71S1C11J1V1,-,-,8112,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-8112
2026-7320,7320,2026,2026-I71S1C775J1V1,DISEÃ‘O EN COMUNICACION VISUAL,-,1,-,73202026,I71S1C775J1V1,I71S1C775J,2026I71S1C775J1V1,-,-,7320,#N/A,#N/A,-,9,,,,,,,#N/A,#N/A,#N/A,,2026-7320
2026-5310,5310,2026,2026-I71S1C3J1V2,ARQUITECTURA,-,1,-,53102026,I71S1C3J1V2,I71S1C3J,2026I71S1C3J1V2,-,-,5310,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-5310
2026-1356,1356,2026,2026-I71S1C28J1V1,INGENIERIA DE EJECUCION EN METALURGIA,-,1,-,13562026,I71S1C28J1V1,I71S1C28J,2026I71S1C28J1V1,-,-,1356,#N/A,#N/A,-,8,,,,,,,#N/A,#N/A,#N/A,,2026-1356
2026-6431,6431,2026,2026-I71S1C40J1V1,PEDAGOGIA EN CASTELLANO / LICENCIATURA EN EDUCACION EN CASTELLANO,-,1,-,64312026,I71S1C40J1V1,I71S1C40J,2026I71S1C40J1V1,-,-,6431,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-6431
2026-1462,1462,2026,2026-I71S1C15J1V2,INGENIERIA CIVIL EN GEOGRAFIA,-,1,-,14622026,I71S1C15J1V2,I71S1C15J,2026I71S1C15J1V2,-,-,1462,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-1462
2026-1351,1351,2026,2026-I71S1C25J1V1,INGENIERIA DE EJECUCION EN ELECTRICIDAD,-,1,-,13512026,I71S1C25J1V1,I71S1C25J,2026I71S1C25J1V1,-,-,1351,#N/A,#N/A,-,8,,,,,,,#N/A,#N/A,#N/A,,2026-1351
2026-8021,8021,2026,2026-I71S1C555J1V1,TERAPIA OCUPACIONAL,-,1,-,80212026,I71S1C555J1V1,I71S1C555J,2026I71S1C555J1V1,-,-,8021,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-8021
2026-7312,7312,2026,2026-I71S1C36J1V1,INGENIERIA DE ALIMENTOS,-,1,-,73122026,I71S1C36J1V1,I71S1C36J,2026I71S1C36J1V1,-,-,7312,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-7312
2026-1463,1463,2026,2026-I71S1C16J1V2,INGENIERIA CIVIL EN INFORMATICA,-,1,-,14632026,I71S1C16J1V2,I71S1C16J,2026I71S1C16J1V2,-,-,1463,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-1463
2026-3611,3611,2026,2026-I71S1C6J1V1,CONTADOR PUBLICO Y AUDITOR,-,1,-,36112026,I71S1C6J1V1,I71S1C6J,2026I71S1C6J1V1,-,-,3611,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-3611
2026-7040,7040,2026,2026-I71S1C72J1V1,PUBLICIDAD,-,1,-,70402026,I71S1C72J1V1,I71S1C72J,2026I71S1C72J1V1,-,-,7040,#N/A,#N/A,-,9,,,,,,,#N/A,#N/A,#N/A,,2026-7040
2026-1353,1353,2026,2026-I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,-,1,-,13532026,I71S1C24J1V1,I71S1C24J,2026I71S1C24J1V1,-,-,1353,#N/A,#N/A,-,8,,,,,,,#N/A,#N/A,#N/A,,2026-1353
2026-4702,4702,2026,2026-I71S1C37J1V1,INGENIERIA ESTADISTICA,-,1,-,47022026,I71S1C37J1V1,I71S1C37J,2026I71S1C37J1V1,-,-,4702,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-4702
2026-1444,1444,2026,2026-I71S1C778J1V1,INGENIERIA CIVIL BIOMEDICA,-,1,-,14442026,I71S1C778J1V1,I71S1C778J,2026I71S1C778J1V1,-,-,1444,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-1444
2026-1464,1464,2026,2026-I71S1C19J1V2,INGENIERIA CIVIL INDUSTRIAL,-,1,-,14642026,I71S1C19J1V2,I71S1C19J,2026I71S1C19J1V2,-,-,1464,#N/A,#N/A,-,11,,,,,,,#N/A,#N/A,#N/A,,2026-1464
2026-3511,3511,2026,2026-I71S1C23J1V1,INGENIERIA COMERCIAL,-,1,-,35112026,I71S1C23J1V1,I71S1C23J,2026I71S1C23J1V1,-,-,3511,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-3511
2026-3711,3711,2026,2026-I71S1C2J1V1,ADMINISTRACION PUBLICA,-,1,-,37112026,I71S1C2J1V1,I71S1C2J,2026I71S1C2J1V1,-,-,3711,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-3711
2026-4503,4503,2026,2026-I71S1C44J1V1,PEDAGOGIA EN MATEMATICA Y COMPUTACION / LICENCIATURA EN EDUCACION EN MATEMATICA Y COMPUTACION,-,1,-,45032026,I71S1C44J1V1,I71S1C44J,2026I71S1C44J1V1,-,-,4503,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-4503
2026-1984,1984,2026,2026-I71S1C127J2V1,PLAN ESPECIAL INGENIERIA DE EJECUCION INDUSTRIAL,-,2,-,19842026,I71S1C127J2V1,I71S1C127J,2026I71S1C127J2V1,-,-,1984,#N/A,#N/A,-,7,,,,,,,#N/A,#N/A,#N/A,,2026-1984
2026-7303,7303,2026,2026-I71S1C101J1V1,INGENIERIA EN AGRONEGOCIOS,-,1,-,73032026,I71S1C101J1V1,I71S1C101J,2026I71S1C101J1V1,-,-,7303,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-7303
2026-8020,8020,2026,2026-I71S1C549J1V1,KINESIOLOGIA,-,1,-,80202026,I71S1C549J1V1,I71S1C549J,2026I71S1C549J1V1,-,-,8020,#N/A,#N/A,-,10,,,,,,,#N/A,#N/A,#N/A,,2026-8020
