ID,COD_PLAN,ANHO,ANHO_SIES,PLAN_NOMBRE,JORNADA_USACH,JORNADA_SIES,ESTADO_JORNADA,LLAVE,SIES,SIES_CAR,LLAVE_SIES,PROGRAMA_SIES,OBSERVACIÓN,COD_PLAN2,COD_CARRERA,Nombre_carrera,REPLICA_COD_SIES,DURACIÓN,DURACION_TOTAL,COD_DEPTO_2,COD_FAC_,depto,FACULTAD_,COD_FAC,FACULTAD,COD_DEPTO_2_CR,nombre_depto_cr,comparacion_cod_depto,ANHO_PLAN
2025-3701,3701,2025,2025-I71S1C2J1V1,ADMINISTRACION PUBLICA,1,1,OK,37012025,I71S1C2J1V1,I71S1C2J,2025I71S1C2J1V1,ADMINISTRACION PUBLICA,,3701,ADMPUB,ADMINISTRACIÓN PÚBLICA,I71S1C2J1V1,10,10,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2025-3701
2025-3711,3711,2025,2025-I71S1C2J1V1,ADMINISTRACION PUBLICA (D),1,1,OK,37112025,I71S1C2J1V1,I71S1C2J,2025I71S1C2J1V1,ADMINISTRACION PUBLICA,,3711,ADMPUB,ADMINISTRACIÓN PÚBLICA,I71S1C2J1V1,10,10,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2025-3711
2025-7330,7330,2025,2025-I71S1C913J1V1,ANALISIS Y GESTION DE PROCESOS PRODUCTIVOS,0,1,NO,73302025,I71S1C913J1V1,I71S1C913J,2025I71S1C913J1V1,ANALISIS Y GESTION DE PROCESOS PRODUCTIVOS,,7330,AGPP,ANÁLISIS Y GESTIÓN DE PROCESOS PRODUCTIVOS,I71S1C913J1V1,16,9,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-7330
2025-4601,4601,2025,2025-I71S1C39J1V1,LICENCIATURA EN CIENCIA DE LA COMPUTACION,1,1,OK,46012025,I71S1C39J1V1,I71S1C39J,2025I71S1C39J1V1,ANALISTA EN COMPUTACION CIENTIFICA / LICENCIATURA EN CIENCIA DE LA COMPUTACION,,4601,LCC,ANALISTA EN COMPUTACIÓN CIENTÍFICA/LICENCIATURA EN CIENCIA DE LA COMPUTACIÓN,I71S1C39J1V1,10,10,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-4601
2025-4602,4602,2025,2025-I71S1C39J1V1,ANALISTA EN COMPUTACION CIENTIFICA/LICENCIATURA EN CIENCIA DE LA COMPUTACION,1,1,OK,46022025,I71S1C39J1V1,I71S1C39J,2025I71S1C39J1V1,ANALISTA EN COMPUTACION CIENTIFICA / LICENCIATURA EN CIENCIA DE LA COMPUTACION,,4602,LCC,ANALISTA EN COMPUTACIÓN CIENTÍFICA/LICENCIATURA EN CIENCIA DE LA COMPUTACIÓN,I71S1C39J1V1,10,10,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-4602
2025-4609,4609,2025,2025-I71S1C39J1V1,LICENCIATURA EN CIENCIA DE LA COMPUTACION - PROGRAMA ESPECIAL DE TITULACION,2,1,ERR,46092025,I71S1C39J1V1,I71S1C39J,2025I71S1C39J1V1,ANALISTA EN COMPUTACION CIENTIFICA / LICENCIATURA EN CIENCIA DE LA COMPUTACION,,4609,LCC,ANALISTA EN COMPUTACIÓN CIENTÍFICA/LICENCIATURA EN CIENCIA DE LA COMPUTACIÓN,I71S1C39J1V1,10,2,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-4609
2025-5110,5110,2025,2025-I71S1C3J1V1,ARQUITECTURA,1,1,OK,51102025,I71S1C3J1V1,I71S1C3J,2025I71S1C3J1V1,ARQUITECTURA,,5110,ARQ,ARQUITECTURA,I71S1C3J1V1,12,12,81,81,ESCUELA DE ARQUITECTURA,ESCUELA DE ARQUITECTURA,94,Facultad de Arquitectura y Ambiente Construido,81,Escuela de Arquitectura,TRUE,2025-5110
2025-5210,5210,2025,2025-I71S1C3J1V1,ARQUITECTURA,1,1,OK,52102025,I71S1C3J1V1,I71S1C3J,2025I71S1C3J1V1,ARQUITECTURA,,5210,ARQ,ARQUITECTURA,I71S1C3J1V1,12,12,81,81,ESCUELA DE ARQUITECTURA,ESCUELA DE ARQUITECTURA,94,Facultad de Arquitectura y Ambiente Construido,81,Escuela de Arquitectura,TRUE,2025-5210
2025-5310,5310,2025,2025-I71S1C3J1V2,ARQUITECTURA,1,1,OK,53102025,I71S1C3J1V2,I71S1C3J,2025I71S1C3J1V2,ARQUITECTURA,,5310,ARQ,ARQUITECTURA,I71S1C3J1V2,11,11,81,81,ESCUELA DE ARQUITECTURA,ESCUELA DE ARQUITECTURA,94,Facultad de Arquitectura y Ambiente Construido,81,Escuela de Arquitectura,TRUE,2025-5310
2025-4260,4260,2025,2025-I71S1C850J1V1,ASTROFISICA CON MENCION EN CIENCIA DE DATOS,1,1,OK,42602025,I71S1C850J1V1,I71S1C850J,2025I71S1C850J1V1,ASTROFISICA CON MENCION EN CIENCIA DE DATOS,,4260,ASTMCD,ASTROFÍSICA CON MENCIÓN EN CIENCIA DE DATOS,I71S1C850J1V1,10,8,52,50,DEPARTAMENTO DE FÍSICA,FACULTAD DE CIENCIA,50,Facultad de Ciencia,52,Departamento de Física,TRUE,2025-4260
2025-5031,5031,2025,2025-I71S1C4J1V1,BACHILLERATO EN CIENCIAS Y HUMANIDADES -PLAN 2004-,1,1,OK,50312025,I71S1C4J1V1,I71S1C4J,2025I71S1C4J1V1,BACHILLERATO EN CIENCIAS Y HUMANIDADES,,5031,BACHI,BACHILLERATO EN CIENCIAS Y HUMANIDADES,I71S1C4J1V1,10,4,54,54,PROGRAMA BACHILLERATO,PROGRAMA BACHILLERATO,15,Vicerrectoría Académica,54,Bachillerato en Ciencias y Humanidades,TRUE,2025-5031
2025-5032,5032,2025,2025-I71S1C4J1V1,PROGRAMA DE BACHILLERATO EN CIENCIAS Y HUMANIDADES,,,,50322025,I71S1C4J1V1,I71S1C4J,2025I71S1C4J1V1,BACHILLERATO EN CIENCIAS Y HUMANIDADES,,5032,BACHI,BACHILLERATO EN CIENCIAS Y HUMANIDADES,,4,4,54,54,PROGRAMA BACHILLERATO,PROGRAMA BACHILLERATO,15,Vicerrectoría Académica,54,Bachillerato en Ciencias y Humanidades,TRUE,2025-5032
2025-4110,4110,2025,2025-I71S1C5J1V1,BIOQUIMICA Y LICENCIATURA EN BIOQUIMICA,1,1,OK,41102025,I71S1C5J1V1,I71S1C5J,2025I71S1C5J1V1,BIOQUIMICA Y LICENCIATURA EN BIOQUIMICA,,4110,LEB,LICENCIATURA EN BIOQUÍMICA,I71S1C5J1V1,16,10,97,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,97,Departamento de Biología,TRUE,2025-4110
2025-4111,4111,2025,2025-I71S1C5J1V1,BIOQUIMICA,1,1,OK,41112025,I71S1C5J1V1,I71S1C5J,2025I71S1C5J1V1,BIOQUIMICA Y LICENCIATURA EN BIOQUIMICA,,4111,LEB,LICENCIATURA EN BIOQUÍMICA,I71S1C5J1V1,16,10,95,95,DEPARTAMENTO DE BIOLOGÍA,FACULTAD DE QUÍMICA Y BIOLOGÍA,95,Facultad de Química y Biología,95,Facultad de Química y Biología,TRUE,2025-4111
2025-3605,3605,2025,2025-I71S1C6J1V1,CONTADOR PUBLICO Y AUDITOR -PLAN NUEVO-,1,1,OK,36052025,I71S1C6J1V1,I71S1C6J,2025I71S1C6J1V1,CONTADOR PUBLICO Y AUDITOR,,3605,CONTA,CONTADOR PÚBLICO Y AUDITOR,I71S1C6J1V1,16,10,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-3605
2025-3607,3607,2025,2025-I71S1C152J2V1,CONTADOR PUBLICO Y AUDITOR (V),2,2,OK,36072025,I71S1C152J2V1,I71S1C152J,2025I71S1C152J2V1,CONTADOR PUBLICO Y AUDITOR,,3607,CONTA,CONTADOR PÚBLICO Y AUDITOR,I71S1C152J2V1,10,10,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-3607
2025-3611,3611,2025,2025-I71S1C6J1V1,CONTADOR PUBLICO Y AUDITOR (D),1,1,OK,36112025,I71S1C6J1V1,I71S1C6J,2025I71S1C6J1V1,CONTADOR PUBLICO Y AUDITOR,,3611,CONTA,CONTADOR PÚBLICO Y AUDITOR,I71S1C6J1V1,16,10,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-3611
2025-3613,3613,2025,2025-I71S1C152J2V1,CONTADOR PUBLICO Y AUDITOR (V),2,2,OK,36132025,I71S1C152J2V1,I71S1C152J,2025I71S1C152J2V1,CONTADOR PUBLICO Y AUDITOR,,3613,CONTA,CONTADOR PÚBLICO Y AUDITOR,I71S1C152J2V1,10,10,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-3613
2025-5501,5501,2025,2025-I71S1C572J1V1,DERECHO,1,1,OK,55012025,I71S1C572J1V1,I71S1C572J,2025I71S1C572J1V1,DERECHO,,5501,DERECHO,DERECHO,I71S1C572J1V1,10,10,125,125,DECANATO DERECHO,FACULTAD DE DERECHO,125,Facultad de Derecho,125,Facultad de Derecho,TRUE,2025-5501
2025-9820,9820,2025,2025-I71S1C316J2V1,DIPLOMADO EN ADICCIONES: PREVENCION Y REHABILITACION,2,2,OK,98202025,I71S1C316J2V1,I71S1C316J,2025I71S1C316J2V1,DIPLOMADO EN ADICCIONES PREVENCION Y REHABILITACION,,9820,DIPAPR,DIPLOMADO EN ADICCIONES: PREVENCIÓN Y REHABILITACIÓN,I71S1C316J2V1,2,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9820
2025-9777,9777,2025,2025-I71S1C595J2V1,DIPLOMADO EN ADMINISTRACION DE OBRAS DE CONSTRUCCION,2,2,OK,97772025,I71S1C595J2V1,I71S1C595J,2025I71S1C595J2V1,DIPLOMADO EN ADMINISTRACION DE OBRAS DE CONSTRUCCION,,9777,DIPAOC,DIPLOMADO EN ADMINISTRACIÓN DE OBRAS DE CONSTRUCCIÓN,I71S1C595J2V1,10,1,49,40,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,49,Departamento de Ingeniería en Obras Civiles,TRUE,2025-9777
2025-9891,9891,2025,2025-I71S1C671J5V1,"DIPLOMADO EN ANATOMIA HUMANA: TORAX, ABDOMEN, PELVIS Y MIEMBROS",1,5,ERR,98912025,I71S1C671J5V1,I71S1C671J,2025I71S1C671J5V1,"DIPLOMADO EN ANATOMIA HUMANA: TORAX, ABDOMEN, PELVIS Y MIEMBROS",,9891,DIPANH,"DIPLOMADO EN ANATOMÍA HUMANA: TÓRAX, ABDOMEN, PELVIS Y MIEMBROS",I71S1C671J5V1,10,1,84,83,ESCUELA DE MEDICINA,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,84,Escuela de Medicina,TRUE,2025-9891
2025-9895,9895,2025,2025-I71S1C827J3V1,DIPLOMADO EN ATENCION PRIMARIA Y SALUD FAMILIAR INTEGRAL PARA DIRECTIVOS Y PROFESIONALES DE ATENCION PRIMARIA DE SALUD,2,3,OK,98952025,I71S1C827J3V1,I71S1C827J,2025I71S1C827J3V1,DIPLOMADO EN ATENCION PRIMARIA Y SALUD FAMILIAR INTEGRAL PARA DIRECTIVOS Y PROFESIONALES DE ATENCION PRIMARIA DE SALUD,,9895,DIPAPSF,DIPLOMADO EN ATENCIÓN PRIMARIA Y SALUD FAMILIAR INTEGRAL PARA DIRECTIVOS Y PROFESIONALES DE ATENCIÓN PRIMARIA DE SALUD,I71S1C827J3V1,4,1,83,83,DECANATO FAC CIENCIAS MÉDICAS,FACULTAD DE CIENCIAS MÉDICAS,83,Facultad de Ciencias Médicas,83,Facultad de Ciencias Médicas,TRUE,2025-9895
2025-9024,9024,2025,2025-I71S1C757J2V1,DIPLOMADO EN AUDITORIA FINANCIERA DEL SECTOR PUBLICO,2,2,OK,90242025,I71S1C757J2V1,I71S1C757J,2025I71S1C757J2V1,DIPLOMADO EN AUDITORIA FINANCIERA DEL SECTOR PUBLICO,,9024,DIPAFSP,DIPLOMADO EN AUDITORÍA FINANCIERA DEL SECTOR PÚBLICO,I71S1C757J2V1,10,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-9024
2025-9677,9677,2025,2025-I71S1C599J2V1,DIPLOMADO EN AUDITORIA INTERNA,2,2,OK,96772025,I71S1C599J2V1,I71S1C599J,2025I71S1C599J2V1,DIPLOMADO EN AUDITORIA INTERNA,,9677,DIPEAI,DIPLOMADO EN AUDITORÍA INTERNA,I71S1C599J2V1,10,1,63,60,DPTO DE CONTAB Y AUDITORÍA,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,63,Departamento de Contabilidad y Auditoría,TRUE,2025-9677
2025-9058,9058,2025,2025-I71S1C592J4V1,DIPLOMADO EN BRAND MANAGEMENT,2,2,OK,90582025,I71S1C592J4V1,I71S1C592J,2025I71S1C592J4V1,DIPLOMADO EN BRAND MANAGEMENT,,9058,DIPBRMA,DIPLOMADO EN BRAND MANAGEMENT,I71S1C592J4V1,10,1,60,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,60,Facultad de Administración y Economía,TRUE,2025-9058
2025-9042,9042,2025,2025-I71S1C600J1V1,DIPLOMADO EN CALIDAD Y ACREDITACION DE INSTITUCIONES DE SALUD,2,1,ERR,90422025,I71S1C600J1V1,I71S1C600J,2025I71S1C600J1V1,DIPLOMADO EN CALIDAD Y ACREDITACION DE INSTITUCIONES DE SALUD,,9042,DIPCAIS,DIPLOMADO EN CALIDAD Y ACREDITACIÓN DE INSTITUCIONES DE SALUD,I71S1C600J1V1,16,1,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2025-9042
2025-9798,9798,2025,2025-I71S1C828J2V1,"DIPLOMADO EN CIBERSEGURIDAD (GESTION, TECNICO Y LEGAL)",2,2,OK,97982025,I71S1C828J2V1,I71S1C828J,2025I71S1C828J2V1,"DIPLOMADO EN CIBERSEGURIDAD (GESTION, TECNICO Y LEGAL)",,9798,DIPCSE,"DIPLOMADO EN CIBERSEGURIDAD (GESTIÓN, TÉCNICO Y LEGAL)",I71S1C828J2V1,4,1,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2025-9798
2025-9642,9642,2025,2025-I71S1C753J2V1,DIPLOMADO EN CIBERSEGURIDAD PARA REDES DE DATOS,2,2,OK,96422025,I71S1C753J2V1,I71S1C753J,2025I71S1C753J2V1,DIPLOMADO EN CIBERSEGURIDAD PARA REDES DE DATOS,,9642,DIPCRD,DIPLOMADO EN CIBERSEGURIDAD PARA REDES DE DATOS,I71S1C753J2V1,10,1,68,65,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,68,Departamento de Tecnologías Industriales,TRUE,2025-9642
2025-9255,9255,2025,2025-I71S1C829J3V1,DIPLOMADO EN CIENCIA DE DATOS APLICADA,2,3,OK,92552025,I71S1C829J3V1,I71S1C829J,2025I71S1C829J3V1,DIPLOMADO EN CIENCIA DE DATOS APLICADA,,9255,DIPCDA,DIPLOMADO EN CIENCIA DE DATOS APLICADA,I71S1C829J3V1,4,1,45,40,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,45,Departamento de Ingeniería Informática,TRUE,2025-9255
2025-9638,9638,2025,2025-I71S1C602J2V1,DIPLOMADO EN CONTROL DE GESTION Y ANALISIS ESTRATEGICO,2,#N/D,#N/D,96382025,I71S1C602J2V1,I71S1C602J,2025I71S1C602J2V1,DIPLOMADO EN CONTROL DE GESTION ESTRATEGICO,,9638,DIPCGAE,DIPLOMADO EN CONTROL DE GESTIÓN Y ANÁLISIS ESTRATÉGICO,I71S1C602J2V1,16,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-9638
2025-9682,9682,2025,2025-I71S1C602J2V1,DIPLOMADO EN CONTROL DE GESTION ESTRATEGICO,2,2,OK,96822025,I71S1C602J2V1,I71S1C602J,2025I71S1C602J2V1,DIPLOMADO EN CONTROL DE GESTION ESTRATEGICO,,9682,DIPCGE,DIPLOMADO EN CONTROL DE GESTIÓN ESTRATÉGICO,I71S1C602J2V1,16,1,61,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,61,Departamento de Administración,TRUE,2025-9682
2025-9645,9645,2025,2025-I71S1C830J4V1,DIPLOMADO EN DISEÑO UX/UI/AGILE,2,4,OK,96452025,I71S1C830J4V1,I71S1C830J,2025I71S1C830J4V1,DIPLOMADO EN DISEÑO UX/UI/AGILE,,9645,DIPDUA,DIPLOMADO EN DISEÑO UX/UI/AGILE,I71S1C830J4V1,4,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-9645
2025-9779,9779,2025,2025-I71S1C606J2V1,DIPLOMADO EN DISEÑO Y CONSTRUCCION DE OBRAS SANITARIAS,2,2,OK,97792025,I71S1C606J2V1,I71S1C606J,2025I71S1C606J2V1,DIPLOMADO EN DISEÑO Y CONSTRUCCION DE OBRAS SANITARIAS,,9779,DIPDCOS,DIPLOMADO EN DISEÑO Y CONSTRUCCIÓN DE OBRAS SANITARIAS,I71S1C606J2V1,16,1,49,40,DPTO DE ING. EN OBRAS CIVILES,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,49,Departamento de Ingeniería en Obras Civiles,TRUE,2025-9779
2025-9966,9966,2025,2025-I71S1C761J1V1,DIPLOMADO EN DIVERSIDAD E INCLUSION EN EDUCACION SUPERIOR,2,1,ERR,99662025,I71S1C761J1V1,I71S1C761J,2025I71S1C761J1V1,DIPLOMADO EN DIVERSIDAD E INCLUSION EN EDUCACION SUPERIOR,,9966,DIPDIES,DIPLOMADO DIVERSIDAD E INCLUSIÓN EN EDUCACIÓN SUPERIOR,I71S1C761J1V1,10,1,8,54,PROGRAMA BACHILLERATO,PROGRAMA BACHILLERATO,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9966
2025-9254,9254,2025,2025-I71S1C831J2V1,DIPLOMADO EN ECONOMIA DEL HIDROGENO,2,2,OK,92542025,I71S1C831J2V1,I71S1C831J,2025I71S1C831J2V1,DIPLOMADO EN ECONOMIA DEL HIDROGENO,,9254,DIPEHID,DIPLOMADO EN ECONOMÍA DEL HIDRÓGENO,I71S1C831J2V1,4,1,40,40,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,40,Facultad de Ingeniería,TRUE,2025-9254
2025-9796,9796,2025,2025-I71S1C832J4V1,"DIPLOMADO EN ELECTROMOVILIDAD, TECNOLOGIA, POLITICAS PUBLICAS Y MODELOS DE NEGOCIO",2,4,OK,97962025,I71S1C832J4V1,I71S1C832J,2025I71S1C832J4V1,"DIPLOMADO EN ELECTROMOVILIDAD, TECNOLOGIA, POLITICAS PUBLICAS Y MODELOS DE NEGOCIO",,9796,DIPETPM,"DIPLOMADO EN ELECTROMOVILIDAD, TECNOLOGÍA, POLÍTICAS PÚBLICAS Y MODELOS DE NEGOCIO",I71S1C832J4V1,4,1,41,40,DPTO DE INGENIERÍA ELÉCTRICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,41,Departamento de Ingeniería Eléctrica,TRUE,2025-9796
2025-9641,9641,2025,2025-I71S1C762J2V1,DIPLOMADO EN ENERGIAS RENOVABLES NO CONVENCIONALES (ERNC)MENCION ENERGIA SOLAR FOTOVOLTAICA,2,2,OK,96412025,I71S1C762J2V1,I71S1C762J,2025I71S1C762J2V1,DIPLOMADO EN ENERGIA RENOVABLES NO CONVENCIONALES (ERNC) MENCION ENERGIA SOLAR FOTOVOLTAICA,,9641,DIPERNC,DIPLOMADO EN ENERGÍAS RENOVABLES NO CONVENCIONALES (ERNC)MENCIÓN ENERGÍA SOLAR FOTOVOLTAICA,I71S1C762J2V1,10,1,68,65,DPTO DE TECNOLOG INDUSTRIALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,68,Departamento de Tecnologías Industriales,TRUE,2025-9641
2025-9965,9965,2025,2025-I71S1C833J1V1,"DIPLOMADO EN ESCRITURA CREATIVA: NUEVAS REALIDADES, NUEVAS ESCRITURAS",2,1,ERR,99652025,I71S1C833J1V1,I71S1C833J,2025I71S1C833J1V1,"DIPLOMADO EN ESCRITURA CREATIVA: NUEVAS REALIDADES, NUEVAS ESCRITURAS",,9965,DIPEEC,"DIPLOMADO EN ESCRITURA CREATIVA: NUEVAS REALIDADES, NUEVAS ESCRITURAS",I71S1C833J1V1,4,1,8,15,IDEA,VICE-REC ACADÉMICA,55,Facultad de Humanidades,8,Instituto de Estudios Avanzados (IDEA),TRUE,2025-9965
2025-9218,9218,2025,2025-I71S1C256J2V1,DIPLOMADO EN ESTADISTICA MENCION MINERIA DE DATOS,2,2,OK,92182025,I71S1C256J2V1,I71S1C256J,2025I71S1C256J2V1,DIPLOMADO EN ESTADISTICA MENCION MINERIA DE DATOS,,9218,DIPMD,DIPLOMADO EN ESTADÍSTICA MENCIÓN MINERÍA DE DATOS,I71S1C256J2V1,2,1,51,50,DPTO MATEMÁT Y CS DE LA COMP,FACULTAD DE CIENCIA,50,Facultad de Ciencia,51,Departamento de Matemática y Ciencia de la Computación,TRUE,2025-9218
2025-9131,9131,2025,2025-I71S1C337J3V1,DIPLOMADO EN GESTION AMBIENTAL,2,3,OK,91312025,I71S1C337J3V1,I71S1C337J,2025I71S1C337J3V1,DIPLOMADO EN GESTION AMBIENTAL,,9131,DIPEGA,DIPLOMADO EN GESTIÓN AMBIENTAL,I71S1C337J3V1,2,1,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2025-9131
2025-9793,9793,2025,2025-I71S1C337J2V1,DIPLOMADO EN GESTION AMBIENTAL,2,2,OK,97932025,I71S1C337J2V1,I71S1C337J,2025I71S1C337J2V1,DIPLOMADO EN GESTION AMBIENTAL,,9793,DIPEGAM,DIPLOMADO EN GESTIÓN AMBIENTAL,I71S1C337J2V1,2,1,40,40,DECANATO FACULTAD DE INGENIERÍA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,40,Facultad de Ingeniería,TRUE,2025-9793
2025-9128,9128,2025,2025-I71S1C338J2V1,DIPLOMADO EN GESTION DE LA CALIDAD,2,2,OK,91282025,I71S1C338J2V1,I71S1C338J,2025I71S1C338J2V1,DIPLOMADO EN GESTION DE LA CALIDAD,,9128,DIPEG,DIPLOMADO EN GESTIÓN DE LA CALIDAD,I71S1C338J2V1,2,1,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2025-9128
2025-9767,9767,2025,2025-I71S1C524J3V2,DIPLOMADO EN GESTION DE LA CALIDAD DEL AIRE Y CONTROL DE LA CONTAMINACION ATMOSFERICA,2,3,ERR,97672025,I71S1C524J3V2,I71S1C524J,2025I71S1C524J3V2,DIPLOMADO EN GESTION DE LA CALIDAD DEL AIRE Y CONTROL DE LA CONTAMINACION ATM,,9767,DIPGCAC,DIPLOMADO EN GESTIÓN DE LA CALIDAD DEL AIRE Y CONTROL DE LA CONTAMINACIÓN ATMOSFÉRICA,I71S1C524J3V2,10,1,47,40,DPTO DE INGENIERÍA QUÍMICA,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,47,Departamento de Ingeniería Química y Bioprocesos,TRUE,2025-9767
2025-9628,9628,2025,2025-I71S1C627J3V1,DIPLOMADO EN GESTION DE RECURSOS HUMANOS Y DESARROLLO ORGANIZACIONAL,2,3,NO,96282025,I71S1C627J3V1,I71S1C627J,2025I71S1C627J3V1,DIPLOMADO EN GESTION DE RECURSOS HUMANOS Y DESARROLLO ORGANIZACIONAL,,9628,DIPRHDO,DIPLOMADO EN GESTIÓN DE RECURSOS HUMANOS Y DESARROLLO ORGANIZACIONAL,I71S1C627J3V1,16,1,67,65,DPTO DE TECNOLOGÍAS GRALES,FACULTAD TECNOLÓGICA,65,Facultad Tecnológica,67,Departamento de Tecnologias de Gestión,TRUE,2025-9628
2025-9043,9043,2025,2025-I71S1C408J1V2,DIPLOMADO EN GESTION DE SALUD,2,1,ERR,90432025,I71S1C408J1V2,I71S1C408J,2025I71S1C408J1V2,DIPLOMADO EN GESTION DE SALUD,,9043,DIPGSA,DIPLOMADO EN GESTIÓN DE SALUD,I71S1C408J1V2,1,1,64,60,DPTO DE GEST Y POLÍTIC PÚBLIC,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,64,Departamento de Gestión y Políticas Públicas,TRUE,2025-9043
2025-9130,9130,2025,2025-I71S1C339J2V2,DIPLOMADO EN GESTION DE SEGURIDAD Y SALUD OCUPACIONAL,2,2,OK,91302025,I71S1C339J2V2,I71S1C339J,2025I71S1C339J2V2,DIPLOMADO EN GESTION DE SEGURIDAD Y SALUD OCUPACIONAL,,9130,DIPGSSO,DIPLOMADO EN GESTIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,I71S1C339J2V2,2,1,46,40,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40,Facultad de Ingeniería,46,Departamento de Ingeniería Industrial,TRUE,2025-9130
2025-3900,3900,2025,2025-I71S1C292J2V1,DIPLOMADO EN GESTION FINANCIERA,0,2,NO,39002025,I71S1C292J2V1,I71S1C292J,2025I71S1C292J2V1,DIPLOMADO EN GESTION FINANCIERA,,3900,DIPGFIN,DIPLOMADO EN GESTIÓN FINANCIERA,I71S1C292J2V1,2,1,61,60,DEPARTAMENTO DE ADMINISTRACIÓN,FACULTAD DE ADMS Y ECONOMÍA,60,Facultad de Administración y Economía,61,Departamento de Administración,TRUE,2025-3900
